fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
635,APARTAMENTOS JAMAICA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 17",17,34,-15.572441,27.753508,esuvvsk7zu,443588.07,3070028.91
636,APARTAMENTOS ECUADOR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 19",26,52,-15.572745,27.753602,esuvvskk2w,443558.16,3070039.46
637,APARTAMENTOS ADONIS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,CALLE  INGLATERRA Nş 9,12,48,-15.574118,27.754323,esuvvse28s,443423.22,3070119.96
638,APARTHOTEL JARDIN DEL ATLANTICO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE SAN CRISTOBAL DE LA LAGUNA, 9",192,384,-15.566251,27.762403,esuvvvcp8p,444202.62,3071011.42
639,APARTAMENTOS CARONI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRMA, 6",24,48,-15.569805,27.758026,esuvvtnqjp,443850.16,3070528.18
640,APARTAMENTOS TAJINASTE BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE LISBOA, 3",9,27,-15.573753,27.753649,esuvvs7s9r,443458.85,3070045.13
641,APARTAMENTOS FAYNA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 32",40,127,-15.570974,27.756535,esuvvsvtd1,443734.19,3070363.55
642,HOTEL APART. REVOLI,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE MOGAN, 11",181,367,-15.712833,27.789754,esuy46yr03,429775.87,3074116.37
643,APARTAMENTOS NOGALERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE LA LUNA, 7",30,60,-15.569794,27.754741,esuvvsw7jd,443849.56,3070164.28
644,APARTAMENTOS LOS NARDOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE DE MIRAMAR, 4",24,72,-15.567235,27.758766,esuvvv2691,444103.79,3070608.98
645,APARTAMENTOS EL CHAPARRAL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA MADRID, 22",9,18,-15.564483,27.760998,esuvvvdr93,444376.12,3070854.98
646,APARTAMENTOS STRELITZIAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 25",39,78,-15.568947,27.758529,esuvvtr11h,443934.97,3070583.51
647,APARTAMENTOS TAGOROR BEACH APARTMENTS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE LOS ALFERECES PROVISIONALES, 9",59,177,-15.570245,27.756735,esuvvsyndy,443806.14,3070385.37
648,BUNGALOWS DOŃA ROSA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 23",40,160,-15.573753,27.751,esuvvegt33,443457.48,3069751.69
649,APARTAMENTOS WALHALLA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 19",47,188,-15.572519,27.757997,esuvvthqn1,443582.69,3070526.21
650,APARTAMENTOS LAS FALUAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 9",112,224,-15.567746,27.761984,esuvvtzvm0,444055.08,3070965.69
651,APARTAMENTOS BELMONTE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVDA. ESTADOS UNIDOS, 12",20,40,-15.571446,27.755026,esuvvsthxp,443686.9,3070196.61
652,HOTEL GOLD BY MARINA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ESTADOS UNIDOS, 15",133,294,-15.572369,27.756678,esuvvsuw3e,443596.8,3070380.03
653,HOTEL PUERTO DE MOGAN CLUB DE MAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,"35012",Mogán,"URBANIZACIÓN PUERTO DE MOGAN, S/N",140,420,-15.763954,27.816779,esuy1rch3p,424758.18,3077140.4
654,APARTAMENTOS TOUCAN GRAN CANARIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS ADELFAS, 2",8,16,-15.54221,27.769352,esuvyr680q,446575.01,3071770.52
655,APARTAMENTOS CLUB CANARIO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 5",24,60,-15.573364,27.75241,esuvvs5vd2,443496.54,3069907.7
656,APARTAMENTOS AMAZONAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MARRUECOS, 4",79,237,-15.568657,27.758159,esuvvtpnzz,443963.36,3070542.39
657,APARTAMENTOS LOS ALMENDROS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE FRANCIA , 3",33,99,-15.57562,27.751104,esuvvefjvs,443273.54,3069764.07
658,APARTAMENTOS SUN CLUB PLAYA DEL INGLES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,AVDA DE GRAN CANARIA 104,21,44,-15.579622,27.751646,esuvvkp303,442879.42,3069825.96
659,APARTAMENTOS LOS TILOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE DE ESPAŃA, 11",77,228,-15.57474,27.758296,esuvvt4zf3,443363.98,3070560.35
660,APARTAMENTOS DON GREGORIO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ESTADOS UNIDOS, 34",44,88,-15.57164,27.756754,esuvvsvnf3,443668.68,3070388.12
661,APARTAMENTOS ROMANDIE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ESPAŃA, 10",32,96,-15.574363,27.760115,esuvvte47h,443402.07,3070761.68
662,BUNGALOWS LOS ARCOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 60",190,380,-15.581092,27.758235,esuvvmnpqn,442738,3070556.54
663,APARTAMENTOS DRAGON CLUB 2,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVDA. DE ESPAŃA, 22",27,104,-15.575641,27.756564,esuvvsfjtq,443274.3,3070368.91
664,HOTEL TAURITO PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,"35012",Mogán,"URBANIZACIÓN PLAYA DE TAURITO, S/N",404,808,-15.754443,27.815484,esuy1rxuyy,425694.07,3076991.15
665,APARTAMENTOS LAS DUNAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MARRUECOS, 2",56,168,-15.568737,27.757638,esuvvtp5yn,443955.2,3070484.71
666,APARTAMENTOS LAS AFORTUNADAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE BONN, 8",20,40,-15.571302,27.754565,esuvvst643,443700.86,3070145.48
667,APARTAMENTOS LOS AGUACATES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE FINLANDIA, 1",50,150,-15.576173,27.747882,esuvve3g0u,443217.37,3069407.41
668,APARTAMENTOS LAS CAMELIAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 15",40,80,-15.578806,27.755916,esuvvkzcgt,442962.06,3070298.59
669,BUNGALOWS LOS GIRASOLES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 25",63,204,-15.576092,27.760922,esuvvt9z4f,443232.11,3070851.87
670,APARTAMENTOS BUENOS AIRES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES.PROVISIONALES, 27",150,450,-15.574901,27.759051,esuvvt6snw,443348.51,3070644.06
671,APARTAMENTOS SUNNY VILLAGE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 29",35,96,-15.574601,27.757295,esuvvt4cvq,443377.16,3070449.4
672,APARTAMENTOS BIARRITZ,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE BONN, 18",76,213,-15.574977,27.75575,esuvvsf8uw,443339.31,3070278.43
673,HOTEL PLAYA BONITA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 2",258,516,-15.564194,27.763665,esuvvy4rpf,444405.95,3071150.29
674,APARTAMENTOS EL PALMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 26",77,231,-15.569923,27.75598,esuvvsy663,443837.48,3070301.59
675,HOTEL PUERTO AZUL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"AVENIDA LA CORNISA,13",480,1301,-15.717466,27.786809,esuy466vuk,429317.53,3073792.79
676,APARTAMENTOS ALOE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 3",25,50,-15.577444,27.751455,esuvvebzgn,443093.96,3069803.79
677,APARTAMENTOS CORONA BLANCA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 11",123,246,-15.568361,27.761376,esuvvtz3wz,443994.17,3070898.62
678,APARTAMENTOS CASAS CARMEN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA MADRID, 31",14,28,-15.565653,27.759716,esuvvv92jf,444260.17,3070713.5
679,APARTAMENTOS CORONA VERDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE DE TIRMA, 12",13,26,-15.570502,27.759042,esuvvtmujh,443782,3070641.05
680,BUNGALOWS SAHARA BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 53",36,108,-15.575395,27.747382,esuvve624y,443293.78,3069351.66
681,APARTAMENTOS PARQUE ROMANTICO I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE DINAMARCA, 4",80,271,-15.57515,27.749652,esuvvedt2w,443319.1,3069603.01
682,APARTAMENTOS BEATRIZ,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 90",9,27,-15.578653,27.748622,esuvv7rzrn,442973.34,3069490.53
683,APARTAMENTOS EUROPALACE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO, 12",200,600,-15.559205,27.763922,esuvvyq0s4,444897.69,3071176.51
684,APARTAMENTOS TODOQUE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 19",18,36,-15.57444,27.752424,esuvvs5j94,443390.51,3069909.75
685,APARTAMENTOS CALMA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 5",40,82,-15.562509,27.763343,esuvvy5tpq,444571.83,3071113.86
686,H. APART. SUNWING RESORT ARGUINEGUIN,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"AVENIDA DE LOS CANARIOS, Nş 21",257,850,-15.686315,27.764321,esuvgn3dfk,432372.61,3071284.13
687,HOTEL BRONZEPLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE SAN CRISTOBAL DE LA LAGUNA, 7",130,260,-15.565642,27.761843,esuvvvckqq,444262.34,3070949.11
688,APARTAMENTOS VERIL PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO 8, ESQUINA HANNOVER, 4",69,178,-15.556909,27.76508,esuvvyrz3d,445124.52,3071303.76
689,APARTAMENTOS NARA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE BREMEN, 4",30,90,-15.573045,27.752614,esuvvshn9y,443528.08,3069930.15
690,APARTAMENTOS BOGOTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 18",18,54,-15.572037,27.752272,esuvvshu9n,443627.24,3069891.81
691,APARTAMENTOS SANDRA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 15",15,30,-15.572251,27.753364,esuvvskeh6,443606.72,3070012.87
692,APARTAMENTOS GUATIZA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 11",21,63,-15.572101,27.752823,esuvvshxzt,443621.22,3069952.87
693,APARTAMENTOS CLUB OLIMPIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO, 31",9,18,-15.558341,27.763959,esuvvyqbb3,444982.85,3071180.22
694,APARTAMENTOS PATRICIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 17",15,45,-15.572187,27.751684,esuvvsh9m8,443612.16,3069826.74
695,APARTAMENTOS CASAS PEPE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE BONN, 1",54,163,-15.571543,27.753924,esuvvsmnkd,443676.78,3070074.58
696,APARTAMENTOS KARINA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,AVENIDA GRAN CANARIA Nş 6,18,36,-15.566251,27.759351,esuvvv3jbn,444201.06,3070673.34
697,HOTEL RIO SOL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE ISLA DE LOBOS , 1",235,700,-15.715495,27.788607,esuy46u267,429512.88,3073990.84
698,APARTAMENTOS ATLANTIC SUN BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 13",15,30,-15.572101,27.753089,esuvvsk9rw,443621.36,3069982.34
699,APARTAMENTOS ALHAMBRA BOUTIQUE,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ROMA, 7",18,36,-15.572637,27.752187,esuvvshk5q,443568.07,3069882.67
700,PETIT RESORT NATURA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,CALLE LAS ADELFAS 6,19,38,-15.542607,27.768915,esuvyr4jxh,446535.68,3071722.28
701,APARTAMENTOS BASEMENT STUDIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 37",6,18,-15.576706,27.757416,esuvvt16sm,443169.79,3070463.78
702,APARTAMENTOS LAS JACARANDA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE DE TIRMA, 8",24,72,-15.570009,27.75833,esuvvtnrbr,443830.21,3070561.95
703,APARTAMENTOS CAPRICHO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,"AVENIDA DEL OASIS, 21",8,16,-15.594771,27.736804,esuvv1k4x7,441378.54,3068188.97
704,APARTAMENTOS LAS PERLAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 30",7,28,-15.566232,27.759526,esuvvv3nbw,444203.02,3070692.72
705,APARTAMENTOS DON QUIJOTE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 4",11,22,-15.562048,27.762963,esuvvyh4cz,444617.06,3071071.56
706,APARTAMENTOS ROQUE NUBLO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 28",84,258,-15.578782,27.759514,esuvvmryuh,442966.3,3070697.14
707,SANOM BEACH RESORT AND SPA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVDA. SARGENTOS PROVISIONALES, 38",27,56,-15.577197,27.760333,esuvvt959j,443122.92,3070787.13
708,HOTEL RADISSON BLU RESORT GRAN CANARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"BARRANCO DE LA VERGA, S/N.",189,472,-15.690883,27.772206,esuvfzy0zf,431927.39,3072160.12
709,HD BUNGALOWS PARQUE CRISTOBAL GRAN CANARIA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,CALLE HOLANDA S/N,235,923,-15.581446,27.761244,esuvvmvbvy,442704.69,3070890.02
710,APARTAMENTOS SANTA CLARA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 22",82,296,-15.574805,27.76199,esuvvtfv2d,443359.49,3070969.58
711,APARTAMENTOS PLAYA DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 26",140,435,-15.578549,27.758634,esuvvt21c2,442988.81,3070599.55
