fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
712,APARTAMENTOS AUSTRALIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 23",48,96,-15.574046,27.757988,esuvvt5q42,443432.21,3070525.91
713,APARTAMENTOS TERRAFLOR PARK I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 26",76,152,-15.576264,27.761216,esuvvtc8y9,443215.32,3070884.52
714,APARTAMENTOS TAJARASTE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE FINLANDIA, 4",34,68,-15.57503,27.748759,esuvved85r,443330.47,3069504.03
715,HOTEL APART. MARITIM PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TENERIFE, 10",116,232,-15.568931,27.760695,esuvvtxjc8,443937.65,3070823.44
716,APARTAMENTOS NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 16",21,42,-15.572702,27.751532,esuvvsh23s,443561.33,3069810.14
717,APARTAMENTOS TABOGA HOTEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 19",24,48,-15.572427,27.751372,esuvveux2n,443588.35,3069792.29
718,APARTAMENTOS DON PALOMON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MILAN, 7",15,45,-15.571382,27.752586,esuvvsjq88,443691.96,3069926.29
719,HOTEL SERVATUR GREEN BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"AVDA DE LOS CANARIOS, 23",232,464,-15.68804,27.768265,esuvgp03f5,432205.07,3071721.98
720,BUNGALOWS SIDE SHORE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B44,Bahía Feliz - Playa del Águila,"35019",San Bartolomé de Tirajana,"PLAZA DE LOS HIBISCUS, 2",25,50,-15.529003,27.776386,esuyn8s1hj,447879.69,3072544.04
721,APARTAMENTOS REINASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 3",5,20,-15.56163,27.762773,esuvvyh3ge,444658.16,3071050.32
722,APARTAMENTOS CORONA PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 17",7,14,-15.563829,27.761235,esuvvvfbbm,444440.69,3070880.94
723,APARTAMENTOS BARBACAN,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 27",150,434,-15.5793,27.760466,esuvvmxkrv,442915.75,3070802.84
724,APARTAMENTOS MIRAFLOR SUITES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE TIMPLE, 5",103,336,-15.577873,27.761786,esuvvtbs1h,443057.06,3070948.4
725,BUNGALOWS EL PALMITAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 36",18,36,-15.573721,27.749984,esuvveex3g,443460.11,3069639.13
726,APARTAMENTOS CLUB EXCELSIOR 2,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 8",56,208,-15.576586,27.750872,esuvveckx1,443178.22,3069738.81
727,APARTAMENTOS CON MAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 9",8,32,-15.551544,27.767258,esuvyngsnb,445654.26,3071542.65
728,APARTAMENTOS EDEN MELONERAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA DEL OASIS, 3",23,50,-15.588688,27.758301,esuvvm0xv4,441989.49,3070567.41
729,HOTEL RITUAL MASPALOMAS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 33",61,122,-15.578176,27.75953,esuvvt2qfp,443026.03,3070698.63
730,HOTEL ELBA SARA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"URBANIZACIÓN FUERTEV. GOLF RESORT, CTRA SUR KM 11",266,532,-13.865637,28.384151,etn1krpmej,611139.41,3140280.99
731,HOTEL ALTAMAR,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"AVENIDA LA CORNISA, 21",257,638,-15.719812,27.788587,esuy46c0mb,429087.56,3073991.1
732,BUNGALOWS PARQUEMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 28",86,172,-15.575402,27.76363,esuvvw4qfg,443301.51,3071151.53
733,BUNGALOWS CORINTO 2,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO, 2",24,96,-15.554248,27.765963,esuvyn9sry,445387.17,3071400.39
734,AQUA BEACH BUNGALOWS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 43",24,82,-15.57798,27.757523,esuvvt07qc,443044.3,3070476.22
735,APARTAMENTOS DON DIEGO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE MENCEYES, 2",30,90,-15.570545,27.758244,esuvvtjzkp,443777.35,3070552.67
736,APARTAMENTOS JARDIN DEL SOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 22",108,324,-15.573522,27.76356,esuvvw5wqw,443486.73,3071142.91
737,APARTAMENTOS ACALI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 22",8,40,-15.55111,27.767577,esuvynujbg,445697.18,3071577.79
738,APARTAMENTOS MIAMI BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS ADELFAS, 5",7,24,-15.542371,27.768649,esuvyr4khe,446558.8,3071692.71
739,APARTAMENTOS AMAPOLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,LAS ADELFAS 11,8,16,-15.543031,27.76845,esuvyr1fvn,446493.67,3071670.96
740,APARTAMENTOS BARBADOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 19",114,456,-15.579037,27.756573,esuvvkzty0,442939.64,3070371.47
741,APARTAMENTOS CLUB PRIMAVERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA ,45",16,48,-15.574751,27.74781,esuvve6f9y,443357.47,3069398.78
742,HOTEL BULL DORADO BEACH & SPA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"AVENIDA LOS CANARIOS , 1",219,635,-15.684088,27.762431,esuvgjgpyk,432590.89,3071073.54
743,APARTAMENTOS TIVOLI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 6",24,48,-15.562531,27.762555,esuvvy58we,444569.26,3071026.58
744,APARTAMENTOS MARIVISTA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 12",18,36,-15.563432,27.762061,esuvvvgj9x,444480.23,3070972.26
745,APARTAMENTOS MONTEMAYOR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE MADRID, 16",28,60,-15.563856,27.761605,esuvvvfepf,444438.21,3070921.94
746,CLUB MASPALOMAS SUITES & SPA HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, 1",133,266,-15.597119,27.755344,esuvvhdw8g,441157.08,3070243.85
747,APARTAMENTOS CANARY GARDEN CLUB,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, 1",116,232,-15.596189,27.756562,esuvvhgjwq,441249.38,3070378.33
748,APARTAMENTOS CAYBEACH PRINCESS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR THOMSON, 4",137,282,-15.599502,27.75664,esuvvhby1k,440922.94,3070388.56
749,APARTAMENTOS GREEN GARDEN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVDA. DE TENERIFE, 4",86,172,-15.565199,27.763547,esuvvy1y2s,444306.86,3071137.67
750,APARTAMENTOS PARQUE DEL PARAISO II,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"PLAZA DE ANSITE, 7",122,292,-15.56868,27.763007,esuvvwp5pr,443963.57,3071079.44
751,HOTEL NAYRA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE IRLANDA, 25",46,92,-15.577219,27.757447,esuvvt14b7,443119.25,3070467.45
752,HOTEL MARIETA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 11",200,404,-15.564214,27.761878,esuvvvfkxt,444403.08,3070952.34
753,HOTEL TUI BLUE SUITE PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,"35012",Mogán,"C/ALCAZABA, Nş 4 - URBANIZACIÓN PLAYA TAURITO",304,608,-15.751922,27.814397,esuy1x3y9e,425941.64,3076869.21
754,APARTAMENTOS GREEN PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 4",86,251,-15.565009,27.76357,esuvvy1yt0,444325.6,3071140.13
755,BUNGALOWS VISTALMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE HAMBURGO, 7",12,48,-15.554694,27.765465,esuvyn93t3,445342.97,3071345.42
756,APARTAMENTOS LAS BARCAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS TABAIBAS, 11",5,24,-15.551941,27.767121,esuvyng7jw,445615.07,3071527.65
757,APARTAMENTOS AXEL BEACH MASPALOMAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE TIRAJANA, 32",92,276,-15.578649,27.761065,esuvvmxzzj,442980.22,3070868.89
758,BUNGALOWS VENUS STAR RESORT,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE EINSTEIN, 4 SONNENLAND",53,106,-15.601528,27.756113,esuvuuz744,440723,3070331.15
759,HOTEL JARDIN DORADO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 6",114,336,-15.585287,27.75494,esuvvkehhr,442322.87,3070193.49
760,MASPALOMAS LAGO CANARY SUNSET,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR KUONI, 25",31,96,-15.58976,27.7602,esuvvjxfuk,441884.86,3070778.27
761,APARTAMENTOS PARQUE BALI,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR THOMSON HOLIDAY, 2",83,344,-15.60006,27.754893,esuvvh87ur,440867.01,3070195.3
762,APARTAMENTOS GRANADA BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE GRANADA, 8",5,10,-15.573518,27.751848,esuvvs5dnx,443481.07,3069845.52
763,RAINBOW GOLF BUNGALOWS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FINNMATKAT, 6",21,42,-15.588477,27.757954,esuvvm0vf1,442010.1,3070528.87
764,PENSIÓN LEÓN,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"CALLE GRACILIANO AFONSO, 5",12,24,-15.682296,27.76044,esuvgjss21,432766.26,3070852.01
765,APARTAMENTOS SANDY GOLF,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, S/N",128,256,-15.590387,27.752724,esuvvhprmd,441819.1,3069950.42
766,APARTAMENTOS PARQUE NOGAL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE LEO, 2",56,170,-15.590136,27.764121,esuvvnr9ex,441849.9,3071212.8
767,HOTEL DUNAGOLF SUITES,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 2",120,240,-15.584611,27.751646,esuvvk59h1,442387.76,3069828.29
768,APARTAMENTOS COMPLEJO RESIDENCIAL PLAYA FELIZ,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B44,Bahía Feliz - Playa del Águila,"35019",San Bartolomé de Tirajana,"AVENIDA DE WINDSURFING, 4",222,726,-15.519371,27.781678,esuynce0h2,448831.18,3073126.21
769,APARTAMENTOS TURBO CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE LIBRA, 2",121,242,-15.590951,27.765811,esuvvnx58d,441770.49,3071400.39
770,APARTAMENTOS FAHANA UNICORN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE CANADA, 14",8,16,-15.582011,27.757167,esuvvmj90y,442646.88,3070438.66
771,APARTAMENTOS VISTA OASIS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE EINSTEIN, 6 - SONNELAND",130,390,-15.600951,27.758653,esuvuvr9z7,440781.24,3070612.24
772,APARTAMENTOS PARQUE REY CARLOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 83",16,32,-15.579375,27.750601,esuvv7z6yq,442903.22,3069710.09
773,APARTAMENTOS MAGNOLIAS GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR TJAEREBORG, 21",28,60,-15.584793,27.757618,esuvvm5eb5,442372.96,3070489.92
774,BUNGALOWS CAMPO GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, 42",23,75,-15.595028,27.751674,esuvvhh11w,441361.18,3069836.31
775,PENSION EVA,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,"35012",Mogán,"AVENIDA EL MARINERO, 65",15,30,-15.761327,27.824857,esuy336gw3,425022.47,3078033.66
776,APARTAMENTOS CLUB VISTA SERENA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE CAPRICORNIO, 2",48,144,-15.589095,27.764527,esuvvq2k5f,441952.69,3071257.28
777,BUNGALOWS ARTIKA NATURA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR VINGRESOR, 6",12,24,-15.59358,27.752965,esuvvhm0er,441504.57,3069978.63
778,APARTAMENTOS MASPALOMAS RESORT,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, S/N",84,168,-15.584782,27.75869,esuvvm7d06,442374.61,3070608.66
779,HOTEL LIVVO KOALA GARDEN SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE GEMINIS, 2",229,812,-15.592301,27.762831,esuvvnn41n,441635.87,3071070.92
780,BUNGALOWS CAPRI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE TAURO, S/N",64,128,-15.589492,27.763419,esuvvq0jds,441912.98,3071134.73
781,KUMARA SERENOA BY LOPESAN,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR FRITDRESOR, 4",174,348,-15.583377,27.751712,esuvvkh92y,442509.4,3069835.02
782,APARTAMENTOS TARA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR OLS WINGS, S/N",34,102,-15.595594,27.757027,esuvvj58kk,441308.27,3070429.55
783,APARTAMENTOS CORDIAL GREEN GOLF,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TJAEREBORG, S/N",266,644,-15.591187,27.752291,esuvvhnug4,441740.03,3069902.83
784,APARTAMENTOS CLUB TORSO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,AVENIDA TOUROPERADO KUONI 8,12,26,-15.588012,27.756915,esuvvkcpsz,442055.38,3070413.55
785,MASPALOMAS RESORT BY DUNAS,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR AIR MARIN, S/N",208,624,-15.597807,27.750392,esuvv5f1bb,441086.61,3069695.62
786,HOTEL RIU VISTAMAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,AVENIDA DE LA CORNISA S/N,475,920,-15.721816,27.788284,esuy44xwrp,428889.93,3073958.7
787,APARTAMENTOS EL YATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LAS DALIAS, 4",12,42,-15.546855,27.767918,esuvynzpu5,446116.61,3071613.69
788,APARTAMENTOS VISTAFLOR I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"AVENIDA TOUROPERADOR NECKERMANN, S/N",212,972,-15.587504,27.756743,esuvvkcw8z,442105.35,3070394.26
789,APARTAMENTOS SUN´S GARDENS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,"CALLE VIRGO, 2",42,84,-15.590039,27.765669,esuvvnxdtz,441860.28,3071384.23
